customer_id,loan_type_id,loan_amount,interest_rate,tenure_months,emi_amount,loan_start_date,loan_end_date,default_flag
5,2,373106,13.11,60,6218.43,2019-11-22,2024-10-26,False
7,1,3980391,10.04,360,11056.64,2018-11-06,2048-06-01,False
3,3,3318026,13.03,360,9216.74,2023-10-18,2053-05-13,False
6,3,737450,13.22,24,30727.08,2018-09-14,2020-09-03,False
1,4,773981,7.95,84,9214.06,2021-01-19,2027-12-14,False
5,3,1881728,8.13,84,22401.52,2025-04-11,2032-03-05,False
4,2,1251029,13.41,240,5212.62,2019-06-06,2039-02-21,True
2,2,4621927,15.24,60,77032.12,2017-02-07,2022-01-12,False
3,1,4950682,7.54,48,103139.21,2018-07-30,2022-07-09,False
6,4,4522672,7.84,120,37688.93,2016-11-09,2026-09-18,False
3,3,2704473,15.68,12,225372.75,2020-07-15,2021-07-10,False
10,4,1867925,14.13,36,51886.81,2025-02-16,2028-02-01,False
10,4,1723628,15.91,180,9575.71,2017-09-27,2032-07-10,False
6,3,4685338,9.15,84,55777.83,2017-07-14,2024-06-07,False
6,5,2449225,14.3,360,6803.4,2019-10-14,2049-05-09,False
3,3,3160816,8.02,84,37628.76,2016-09-05,2023-07-31,False
7,4,2919080,15.87,240,12162.83,2017-08-18,2037-05-05,False
2,2,1067585,15.76,180,5931.03,2020-01-25,2034-11-07,False
2,3,3420355,12.39,120,28502.96,2024-05-17,2034-03-26,False
9,3,1539613,7.03,240,6415.05,2025-10-21,2045-07-08,False
5,2,2720813,15.38,180,15115.63,2018-02-10,2032-11-23,False
10,5,4903729,10.53,240,20432.2,2023-06-08,2043-02-23,True
10,3,384564,8.21,36,10682.33,2019-06-04,2022-05-19,False
8,1,3919351,15.97,120,32661.26,2020-01-13,2029-11-21,False
10,2,1061351,7.58,24,44222.96,2025-06-02,2027-05-23,False
3,1,4796141,12.88,36,133226.14,2017-02-19,2020-02-04,False
1,5,173985,14.46,360,483.29,2023-08-02,2053-02-25,False
9,1,69377,8.13,120,578.14,2021-10-31,2031-09-09,False
8,3,229904,12.26,180,1277.24,2022-09-13,2037-06-26,False
3,4,2781387,8.76,24,115891.12,2022-07-10,2024-06-29,False
10,3,2410941,9.72,48,50227.94,2022-01-26,2026-01-05,False
1,4,4349997,12.11,240,18124.99,2020-08-08,2040-04-25,False
7,3,4035863,10.99,48,84080.48,2023-11-08,2027-10-18,False
9,3,3260398,14.36,60,54339.97,2022-09-17,2027-08-22,False
5,2,218568,15.92,24,9107.0,2026-06-26,2028-06-15,False
4,1,577660,9.39,24,24069.17,2024-05-21,2026-05-11,False
2,4,2454102,14.12,84,29215.5,2017-07-14,2024-06-07,False
3,2,3457923,12.71,240,14408.01,2020-12-27,2040-09-13,False
1,2,3706313,13.18,24,154429.71,2022-05-08,2024-04-27,False
9,4,3655837,13.22,84,43521.87,2016-11-09,2023-10-04,False
2,3,3434782,7.78,180,19082.12,2023-03-04,2037-12-15,False
7,3,3387968,12.81,48,70582.67,2022-06-15,2026-05-25,False
7,5,2475224,12.29,180,13751.24,2019-07-23,2034-05-05,False
6,2,2974113,13.58,36,82614.25,2022-06-18,2025-06-02,False
1,1,1867160,8.69,60,31119.33,2021-12-29,2026-12-03,False
2,5,927959,9.79,84,11047.13,2018-05-26,2025-04-19,False
3,3,1685746,7.37,240,7023.94,2024-12-03,2044-08-20,False
7,4,3809038,15.19,36,105806.61,2024-11-25,2027-11-10,False
10,1,4494069,15.12,180,24967.05,2020-07-15,2035-04-28,False
2,1,4168149,15.77,12,347345.75,2026-03-03,2027-02-26,False
10,2,2284354,8.62,48,47590.71,2025-07-22,2029-07-01,True
4,1,1257625,15.24,180,6986.81,2021-02-16,2035-11-30,False
8,1,2810548,9.12,240,11710.62,2017-10-23,2037-07-10,False
3,4,3139577,13.93,180,17442.09,2019-11-26,2034-09-08,False
2,2,2018778,12.23,48,42057.88,2023-04-13,2027-03-23,False
7,4,3337165,12.73,24,139048.54,2021-05-16,2023-05-06,False
4,2,2235382,12.89,240,9314.09,2026-06-26,2046-03-13,True
9,4,847437,13.76,12,70619.75,2026-02-19,2027-02-14,False
4,1,1931586,7.25,12,160965.5,2024-06-27,2025-06-22,False
6,1,4995218,15.86,60,83253.63,2020-04-01,2025-03-06,False
10,2,3988735,14.11,180,22159.64,2016-10-31,2031-08-14,True
5,4,1210167,12.57,48,25211.81,2021-10-14,2025-09-23,False
9,4,1664884,7.2,24,69370.17,2017-08-19,2019-08-09,True
5,3,4682747,8.95,24,195114.46,2018-04-04,2020-03-24,False
1,5,294552,12.91,360,818.2,2021-03-13,2050-10-07,False
3,4,690595,10.22,60,11509.92,2023-05-01,2028-04-04,False
9,5,3343270,14.1,12,278605.83,2020-05-19,2021-05-14,False
6,4,2211396,7.72,60,36856.6,2022-03-19,2027-02-21,False
5,4,2204734,9.11,120,18372.78,2016-12-30,2026-11-08,False
10,4,2976961,14.04,48,62020.02,2020-07-13,2024-06-22,False
6,2,2531565,15.83,360,7032.12,2021-06-21,2051-01-15,False
2,4,2023992,7.46,48,42166.5,2026-04-27,2030-04-06,False
3,4,3138664,13.87,24,130777.67,2026-03-02,2028-02-20,False
9,4,285524,10.66,360,793.12,2023-08-03,2053-02-26,False
1,3,4459258,10.92,60,74320.97,2020-12-22,2025-11-26,False
1,4,1281884,11.55,60,21364.73,2025-10-02,2030-09-06,False
9,1,4698027,11.84,84,55928.89,2025-05-27,2032-04-20,False
8,4,1348884,15.35,240,5620.35,2020-10-03,2040-06-20,False
9,3,4248468,15.96,24,177019.5,2026-01-27,2028-01-17,False
2,4,4941863,10.46,12,411821.92,2019-02-28,2020-02-23,False
6,2,2412281,14.99,360,6700.78,2025-08-30,2055-03-26,False
3,5,4659300,12.19,180,25885.0,2023-08-20,2038-06-02,False
7,4,3824485,13.04,180,21247.14,2024-05-24,2039-03-07,False
5,2,2944545,15.39,240,12268.94,2018-11-07,2038-07-25,False
1,2,3241792,11.73,360,9004.98,2019-06-21,2049-01-14,False
4,3,2900167,12.4,360,8056.02,2017-10-28,2047-05-24,False
10,3,1031469,9.75,60,17191.15,2019-07-14,2024-06-17,False
10,5,687412,10.85,180,3818.96,2019-12-23,2034-10-05,True
4,4,274081,15.66,120,2284.01,2024-11-30,2034-10-09,True
6,5,486629,13.15,60,8110.48,2025-10-21,2030-09-25,False
4,4,2310704,9.42,120,19255.87,2025-03-20,2035-01-27,False
4,1,4801098,9.16,48,100022.88,2018-04-27,2022-04-06,False
3,3,1636665,9.91,12,136388.75,2022-12-30,2023-12-25,True
7,4,3102140,9.73,48,64627.92,2023-10-13,2027-09-22,False
4,5,685845,13.35,48,14288.44,2021-05-19,2025-04-28,True
3,5,601508,15.96,48,12531.42,2021-07-27,2025-07-06,False
9,2,895435,10.39,12,74619.58,2024-06-17,2025-06-12,True
6,1,2543510,15.68,48,52989.79,2019-04-09,2023-03-19,False
10,4,953623,12.17,60,15893.72,2025-03-18,2030-02-20,False
10,2,4170873,15.18,36,115857.58,2025-11-06,2028-10-21,False
3,2,4152748,7.26,120,34606.23,2025-06-18,2035-04-27,False
8,5,4034385,11.83,12,336198.75,2018-11-24,2019-11-19,False
7,2,4230478,12.95,36,117513.28,2020-09-18,2023-09-03,False
3,5,964550,10.29,60,16075.83,2026-01-21,2030-12-26,False
1,1,1893992,9.13,120,15783.27,2024-10-19,2034-08-28,False
5,3,879133,8.7,84,10465.87,2021-10-16,2028-09-09,False
10,4,3022665,7.68,12,251888.75,2019-08-12,2020-08-06,False
5,5,494013,10.3,84,5881.11,2025-07-13,2032-06-06,False
3,2,2774185,9.68,12,231182.08,2022-07-12,2023-07-07,False
3,2,2650776,8.28,12,220898.0,2017-02-12,2018-02-07,False
2,2,2171719,7.4,84,25853.8,2018-11-10,2025-10-04,False
8,3,436881,11.85,24,18203.38,2024-01-21,2026-01-10,False
8,4,2672805,11.3,360,7424.46,2017-04-27,2046-11-21,False
6,4,1005962,8.2,12,83830.17,2022-12-08,2023-12-03,False
6,5,1648064,15.68,60,27467.73,2024-09-23,2029-08-28,False
9,4,3863178,13.1,180,21462.1,2024-06-17,2039-03-31,False
2,3,4669315,13.19,360,12970.32,2018-02-10,2047-09-06,False
3,1,2169251,15.51,60,36154.18,2019-03-08,2024-02-10,False
10,1,3400474,10.48,24,141686.42,2023-07-17,2025-07-06,False
2,1,4207907,14.25,240,17532.95,2026-06-25,2046-03-12,False
10,1,1038312,15.69,120,8652.6,2023-08-14,2033-06-22,False
9,5,2733462,15.17,120,22778.85,2022-05-13,2032-03-21,False
8,4,4986968,9.64,84,59368.67,2025-03-17,2032-02-09,False
1,1,2603379,7.19,120,21694.83,2018-09-14,2028-07-23,False
7,5,827977,9.46,84,9856.87,2022-07-27,2029-06-20,False
9,5,4712925,15.81,48,98185.94,2024-12-30,2028-12-09,False
9,4,4570468,8.22,12,380872.33,2018-12-07,2019-12-02,False
5,5,2292326,10.12,180,12735.14,2020-05-24,2035-03-07,False
6,2,960596,11.15,60,16009.93,2018-10-10,2023-09-14,True
9,5,3973259,10.68,60,66220.98,2025-03-24,2030-02-26,False
1,2,2983663,13.29,120,24863.86,2016-11-27,2026-10-06,False
7,2,3329988,9.29,24,138749.5,2016-11-03,2018-10-24,False
4,2,1726894,9.08,24,71953.92,2019-01-24,2021-01-13,False
9,5,2698446,10.93,48,56217.62,2024-09-27,2028-09-06,False
9,5,4756466,11.31,24,198186.08,2026-02-10,2028-01-31,False
8,5,2649763,8.32,360,7360.45,2018-01-28,2047-08-24,False
4,5,4146336,9.89,12,345528.0,2021-05-16,2022-05-11,False
7,4,2757264,12.67,36,76590.67,2024-11-21,2027-11-06,False
8,3,4246531,14.33,360,11795.92,2024-05-30,2053-12-24,False
5,1,3324468,8.26,240,13851.95,2020-07-12,2040-03-29,False
5,2,483324,14.55,84,5753.86,2023-10-20,2030-09-13,False
7,3,415540,10.16,60,6925.67,2019-01-30,2024-01-04,True
9,2,3201185,13.65,48,66691.35,2020-11-26,2024-11-05,False
6,2,1483990,13.39,360,4122.19,2018-10-23,2048-05-18,True
4,5,2583123,7.31,36,71753.42,2024-05-11,2027-04-26,False
9,4,2602993,8.49,84,30988.01,2021-09-24,2028-08-18,False
8,4,4710743,15.8,180,26170.79,2022-11-19,2037-09-01,False
7,2,4310077,12.9,240,17958.65,2019-10-18,2039-07-05,False
8,3,3494114,8.19,48,72794.04,2021-01-10,2024-12-20,False
10,5,4834296,11.08,48,100714.5,2016-09-25,2020-09-04,False
3,4,2505796,13.63,360,6960.54,2022-07-24,2052-02-17,False
4,4,1420264,13.33,84,16907.9,2023-03-10,2030-02-01,False
1,5,3230801,10.26,24,134616.71,2023-12-22,2025-12-11,False
4,2,1658363,14.7,360,4606.56,2023-09-07,2053-04-02,False
2,5,402194,11.43,24,16758.08,2021-03-18,2023-03-08,False
10,4,3248722,13.6,12,270726.83,2022-01-14,2023-01-09,False
2,3,4831463,7.43,180,26841.46,2019-04-09,2034-01-20,False
8,4,2061100,14.17,240,8587.92,2026-01-05,2045-09-22,True
9,4,3079363,14.36,12,256613.58,2023-03-22,2024-03-16,False
5,1,1205549,13.77,24,50231.21,2025-09-18,2027-09-08,True
2,4,507040,12.47,360,1408.44,2018-11-02,2048-05-28,False
1,3,3635140,10.59,36,100976.11,2024-03-14,2027-02-27,False
2,3,2842319,10.66,180,15790.66,2024-05-06,2039-02-17,False
4,4,4424833,15.07,12,368736.08,2020-07-28,2021-07-23,False
2,4,501652,11.7,12,41804.33,2019-04-03,2020-03-28,True
10,3,2915147,11.0,240,12146.45,2017-04-11,2036-12-27,False
10,2,1792030,15.76,240,7466.79,2022-05-23,2042-02-07,False
5,5,4200889,15.97,240,17503.7,2024-02-27,2043-11-14,False
10,3,1197988,10.59,240,4991.62,2025-02-15,2044-11-02,False
10,5,2285728,11.05,60,38095.47,2018-10-27,2023-10-01,False
10,1,3052524,12.09,180,16958.47,2019-04-18,2034-01-29,False
8,4,3145298,10.86,12,262108.17,2017-04-05,2018-03-31,False
6,5,4236104,15.49,120,35300.87,2018-10-11,2028-08-19,False
5,3,4784310,15.09,24,199346.25,2023-03-05,2025-02-22,False
2,1,4405550,7.21,60,73425.83,2016-09-11,2021-08-16,True
9,1,1986430,12.96,360,5517.86,2023-04-19,2052-11-12,False
10,3,4119360,14.78,12,343280.0,2026-05-23,2027-05-18,False
1,5,283448,14.62,48,5905.17,2024-09-13,2028-08-23,False
10,5,4168550,15.16,36,115793.06,2017-04-30,2020-04-14,False
6,5,2646150,11.61,12,220512.5,2024-01-20,2025-01-14,False
8,2,1380634,10.5,12,115052.83,2025-01-11,2026-01-06,True
1,2,2105959,15.99,180,11699.77,2017-10-15,2032-07-28,False
5,3,1782858,16.0,360,4952.38,2021-04-15,2050-11-09,False
1,3,4137991,13.26,240,17241.63,2022-11-28,2042-08-15,True
6,1,2742006,8.59,240,11425.02,2019-11-15,2039-08-02,True
3,4,2070567,14.36,24,86273.62,2019-11-07,2021-10-27,False
1,4,558438,15.2,36,15512.17,2026-01-13,2028-12-28,False
4,3,3755469,10.73,24,156477.88,2025-08-09,2027-07-30,False
1,2,4927808,11.94,360,13688.36,2025-11-08,2055-06-04,False
9,4,411739,7.14,360,1143.72,2024-01-19,2053-08-14,False
5,1,1487589,14.65,360,4132.19,2020-03-13,2049-10-07,False
2,5,2554849,10.64,240,10645.2,2018-02-10,2037-10-28,True
3,5,3922161,10.71,48,81711.69,2016-07-09,2020-06-18,True
5,1,3883038,7.27,60,64717.3,2019-10-06,2024-09-09,False
3,4,1845154,9.56,60,30752.57,2020-08-08,2025-07-13,False
1,2,4943822,14.36,120,41198.52,2021-08-13,2031-06-22,False
10,5,511914,7.82,12,42659.5,2022-02-22,2023-02-17,False
7,5,4831886,12.97,60,80531.43,2025-04-07,2030-03-12,False
2,3,4556748,8.61,360,12657.63,2023-05-04,2052-11-27,False
7,5,3032138,8.27,24,126339.08,2023-06-21,2025-06-10,False
4,4,3091053,13.28,180,17172.52,2024-12-10,2039-09-23,False
1,4,2901874,9.61,120,24182.28,2017-11-16,2027-09-25,False
6,2,4034066,7.9,12,336172.17,2020-06-06,2021-06-01,False
7,3,4074963,13.89,240,16979.01,2021-12-15,2041-09-01,False
2,2,4413866,15.35,120,36782.22,2024-08-03,2034-06-12,False
3,4,1324430,7.5,360,3678.97,2019-03-07,2048-09-30,False
6,2,4369977,9.7,60,72832.95,2025-03-12,2030-02-14,True
7,2,3527612,11.36,24,146983.83,2019-09-02,2021-08-22,False
9,1,2759389,15.97,36,76649.69,2023-04-26,2026-04-10,False
5,1,3924265,11.68,84,46717.44,2016-08-12,2023-07-07,False
5,5,3960250,15.49,360,11000.69,2023-04-28,2052-11-21,False
4,1,999476,8.9,240,4164.48,2022-03-02,2041-11-17,False
1,1,1411181,14.38,36,39199.47,2019-06-06,2022-05-21,False
10,2,291948,9.06,240,1216.45,2023-10-05,2043-06-22,False
7,3,3207831,12.81,48,66829.81,2024-09-15,2028-08-25,True
3,2,1427202,12.34,48,29733.38,2024-10-24,2028-10-03,False
7,1,4700133,10.89,36,130559.25,2022-03-10,2025-02-22,False
1,4,3882494,13.71,24,161770.58,2017-08-31,2019-08-21,False
3,3,3282912,10.13,60,54715.2,2024-05-14,2029-04-18,False
5,1,4719038,8.92,84,56179.02,2018-02-16,2025-01-10,False
4,5,2474416,14.62,36,68733.78,2022-05-18,2025-05-02,False
9,3,1183968,10.68,36,32888.0,2025-05-22,2028-05-06,False
10,3,2315184,10.18,84,27561.71,2023-09-29,2030-08-23,False
5,2,3549651,8.16,180,19720.28,2026-01-03,2040-10-16,False
9,2,2638791,13.04,36,73299.75,2020-12-02,2023-11-17,False
7,2,4816828,9.59,84,57343.19,2021-04-30,2028-03-24,False
6,3,1704726,14.48,180,9470.7,2021-11-20,2036-09-02,False
9,2,4259031,10.91,24,177459.62,2017-06-06,2019-05-27,False
2,1,1219896,10.45,60,20331.6,2021-01-07,2025-12-12,False
3,4,137925,10.77,12,11493.75,2023-01-02,2023-12-28,True
4,5,1019056,15.31,84,12131.62,2024-09-16,2031-08-11,False
1,1,1358402,14.84,24,56600.08,2025-08-19,2027-08-09,False
6,3,2917289,13.47,36,81035.81,2025-07-31,2028-07-15,False
10,4,757196,14.24,24,31549.83,2024-08-24,2026-08-14,False
7,4,1556513,14.07,120,12970.94,2019-06-13,2029-04-21,False
2,1,1551436,13.96,360,4309.54,2023-04-02,2052-10-26,False
9,2,4049187,11.73,24,168716.12,2020-02-06,2022-01-26,False
4,5,87128,15.47,36,2420.22,2025-11-23,2028-11-07,False
9,1,3484281,14.03,360,9678.56,2024-12-18,2054-07-14,False
9,2,2064596,11.58,240,8602.48,2017-04-25,2037-01-10,False
7,1,4263900,15.05,12,355325.0,2021-04-17,2022-04-12,False
10,3,1943181,8.11,48,40482.94,2020-06-28,2024-06-07,False
2,4,3237505,11.73,84,38541.73,2022-01-16,2028-12-10,False
7,3,2932931,11.3,240,12220.55,2019-03-10,2038-11-25,False
8,1,2203051,9.42,48,45896.9,2024-05-02,2028-04-11,False
6,5,4596554,12.78,180,25536.41,2025-01-23,2039-11-06,True
5,2,3189407,9.77,60,53156.78,2020-10-13,2025-09-17,False
5,1,2396279,15.91,84,28527.13,2017-06-12,2024-05-06,True
9,3,3667944,14.06,240,15283.1,2020-05-22,2040-02-07,True
6,3,307004,8.19,240,1279.18,2021-09-06,2041-05-24,False
5,1,104949,13.96,180,583.05,2018-03-11,2032-12-22,False
6,4,3529094,8.75,180,19606.08,2019-06-25,2034-04-07,True
2,5,3876840,9.91,60,64614.0,2025-01-17,2029-12-22,False
1,3,1668165,15.69,84,19859.11,2021-09-24,2028-08-18,False
9,2,1011139,9.13,36,28087.19,2022-04-18,2025-04-02,True
2,3,2012085,11.12,48,41918.44,2018-03-31,2022-03-10,False
5,5,4614579,15.57,60,76909.65,2022-02-08,2027-01-13,False
8,5,3800596,7.28,24,158358.17,2018-12-07,2020-11-26,False
5,4,2224948,7.02,36,61804.11,2024-09-19,2027-09-04,False
1,4,4098609,11.76,36,113850.25,2022-06-10,2025-05-25,False
7,5,1231624,12.52,120,10263.53,2024-08-10,2034-06-19,False
3,4,1644852,13.69,48,34267.75,2025-11-01,2029-10-11,False
3,1,2811225,15.19,360,7808.96,2023-07-25,2053-02-17,False
9,5,4805541,13.32,48,100115.44,2017-05-18,2021-04-27,False
4,2,3301936,10.55,360,9172.04,2023-11-19,2053-06-14,False
5,1,157213,7.82,36,4367.03,2022-12-01,2025-11-15,False
3,4,2349853,12.06,36,65273.69,2023-08-20,2026-08-04,False
6,3,736109,8.34,240,3067.12,2018-04-23,2038-01-08,False
7,5,3071780,12.65,24,127990.83,2021-06-12,2023-06-02,False
7,4,4994874,8.36,60,83247.9,2026-03-01,2031-02-03,False
5,1,2957833,15.6,36,82162.03,2021-10-14,2024-09-28,False
1,5,2697407,13.96,180,14985.59,2021-10-17,2036-07-30,False
1,2,130723,12.15,36,3631.19,2024-02-27,2027-02-11,False
4,3,3917943,13.75,24,163247.62,2018-09-04,2020-08-24,False
6,2,1751453,12.02,12,145954.42,2024-03-20,2025-03-15,False
4,1,3319266,11.05,84,39515.07,2017-07-20,2024-06-13,False
5,2,3926998,8.39,360,10908.33,2018-09-16,2048-04-11,True
1,2,2511556,7.5,84,29899.48,2024-01-22,2030-12-16,False
7,3,1561845,8.37,12,130153.75,2017-05-28,2018-05-23,False
3,1,2257064,11.37,240,9404.43,2024-07-03,2044-03-20,False
10,5,887002,7.53,60,14783.37,2024-10-13,2029-09-17,True
3,4,3968504,8.1,12,330708.67,2017-01-10,2018-01-05,False
7,2,4110137,9.16,24,171255.71,2016-10-24,2018-10-14,True
7,2,2732606,7.61,48,56929.29,2024-02-06,2028-01-16,False
10,1,3108468,7.28,84,37005.57,2023-05-13,2030-04-06,False
4,4,2786244,12.42,120,23218.7,2017-02-18,2026-12-28,False
10,2,673540,14.98,120,5612.83,2023-12-18,2033-10-26,False
2,2,3882252,12.33,240,16176.05,2023-06-26,2043-03-13,False
8,3,2908550,12.25,24,121189.58,2021-03-22,2023-03-12,False
8,3,229145,9.44,24,9547.71,2024-08-30,2026-08-20,False
9,3,2406112,7.02,60,40101.87,2019-07-11,2024-06-14,False
4,2,676546,8.04,12,56378.83,2016-09-28,2017-09-23,False
6,5,4442734,12.75,84,52889.69,2018-11-11,2025-10-05,False
2,3,2765329,11.78,36,76814.69,2020-08-28,2023-08-13,False
2,1,1860398,10.46,360,5167.77,2022-05-02,2051-11-26,False
10,5,4941126,12.92,48,102940.12,2022-05-02,2026-04-11,True
1,3,463108,7.81,180,2572.82,2020-10-02,2035-07-16,True
4,1,4804912,13.85,24,200204.67,2024-12-20,2026-12-10,False
10,1,1476551,10.23,12,123045.92,2016-10-20,2017-10-15,False
3,5,712616,12.68,36,19794.89,2017-10-10,2020-09-24,False
6,5,1952955,11.93,84,23249.46,2017-05-15,2024-04-08,False
6,4,333635,15.11,180,1853.53,2023-01-18,2037-10-31,False
1,5,2869016,10.61,360,7969.49,2022-03-04,2051-09-28,False
2,5,3951967,11.58,120,32933.06,2021-10-20,2031-08-29,True
8,2,1329170,10.19,24,55382.08,2016-11-02,2018-10-23,False
4,4,1117986,14.58,36,31055.17,2016-10-07,2019-09-22,False
9,5,3218020,8.72,36,89389.44,2025-12-24,2028-12-08,False
2,3,1627054,15.56,12,135587.83,2022-04-06,2023-04-01,False
1,3,2131684,7.96,84,25377.19,2016-10-19,2023-09-13,False
9,1,916469,10.43,84,10910.35,2018-08-19,2025-07-13,False
6,5,1214702,14.05,60,20245.03,2025-05-28,2030-05-02,False
3,5,1708798,12.19,24,71199.92,2021-07-04,2023-06-24,False
9,4,1443479,13.09,120,12028.99,2020-06-28,2030-05-07,False
1,4,1033964,10.66,84,12309.1,2019-02-14,2026-01-08,False
3,2,1439779,10.99,360,3999.39,2020-03-14,2049-10-08,False
8,2,3986573,13.86,36,110738.14,2023-08-22,2026-08-06,False
2,4,82939,13.82,84,987.37,2019-09-02,2026-07-27,True
1,4,1014980,10.21,12,84581.67,2022-04-07,2023-04-02,False
8,2,2195532,10.31,24,91480.5,2016-08-27,2018-08-17,False
3,5,2819285,9.95,180,15662.69,2023-05-03,2038-02-13,False
3,2,3055723,9.39,240,12732.18,2022-03-19,2041-12-04,True
6,5,928924,13.24,12,77410.33,2019-01-10,2020-01-05,False
7,2,64266,15.0,24,2677.75,2023-05-18,2025-05-07,False
7,2,675471,14.67,180,3752.62,2018-11-28,2033-09-10,False
5,4,4267801,14.62,360,11855.0,2019-04-29,2048-11-22,False
3,3,2737175,8.17,240,11404.9,2020-07-24,2040-04-10,False
3,5,3265729,15.85,84,38877.73,2023-10-04,2030-08-28,False
7,4,2458680,14.58,36,68296.67,2024-05-17,2027-05-02,False
9,3,680014,12.86,240,2833.39,2021-08-11,2041-04-28,False
4,1,1781809,13.67,12,148484.08,2024-01-31,2025-01-25,False
5,4,316345,14.08,240,1318.1,2025-03-27,2044-12-12,False
9,1,3223505,11.27,60,53725.08,2021-05-22,2026-04-26,False
2,3,4106563,15.43,48,85553.4,2024-08-15,2028-07-25,False
3,3,1826730,14.36,60,30445.5,2017-04-09,2022-03-14,False
5,1,2249268,11.34,240,9371.95,2016-11-08,2036-07-26,False
3,5,3398430,9.13,84,40457.5,2021-08-08,2028-07-02,False
4,5,93732,8.29,84,1115.86,2024-07-11,2031-06-05,False
8,4,1314663,8.92,24,54777.62,2020-04-14,2022-04-04,False
10,1,1092538,9.43,240,4552.24,2023-10-27,2043-07-14,False
3,3,4149572,13.14,24,172898.83,2021-10-05,2023-09-25,False
6,3,2262663,15.58,36,62851.75,2025-10-13,2028-09-27,False
3,1,2878434,12.67,12,239869.5,2017-03-07,2018-03-02,False
3,4,382835,8.56,48,7975.73,2019-07-21,2023-06-30,False
4,4,1106855,15.82,240,4611.9,2023-01-21,2042-10-08,False
1,3,2170958,7.07,84,25844.74,2020-10-25,2027-09-19,False
6,2,706719,10.08,12,58893.25,2020-11-01,2021-10-27,False
1,1,2940966,12.41,240,12254.02,2025-09-06,2045-05-24,True
3,2,3601604,15.93,48,75033.42,2016-09-25,2020-09-04,False
3,1,253734,13.71,360,704.82,2018-06-02,2047-12-27,True
5,5,3889694,11.78,48,81035.29,2017-12-24,2021-12-03,False
8,1,2277092,8.0,360,6325.26,2025-01-01,2054-07-28,False
3,2,60209,10.34,240,250.87,2016-12-03,2036-08-20,False
1,2,3376709,7.14,12,281392.42,2025-01-31,2026-01-26,False
2,1,3597343,7.09,180,19985.24,2017-03-25,2032-01-06,False
3,1,1101223,14.04,360,3058.95,2018-06-08,2048-01-02,False
4,4,1131484,10.36,36,31430.11,2016-10-24,2019-10-09,False
5,1,3422812,12.06,120,28523.43,2026-06-08,2036-04-16,False
9,5,1544328,8.8,120,12869.4,2023-11-01,2033-09-09,False
1,5,1225441,13.51,360,3404.0,2023-07-24,2053-02-16,False
5,3,2416117,11.47,12,201343.08,2022-05-29,2023-05-24,False
7,1,3684382,14.13,180,20468.79,2017-11-11,2032-08-24,False
6,3,121254,13.33,360,336.82,2018-02-18,2047-09-14,False
9,1,291167,14.29,360,808.8,2023-01-09,2052-08-04,False
1,1,4448785,13.68,48,92683.02,2019-10-24,2023-10-03,True
3,5,4475594,9.83,84,53280.88,2016-12-06,2023-10-31,False
10,3,1542003,11.54,180,8566.68,2018-11-11,2033-08-24,False
4,1,304860,11.98,60,5081.0,2023-09-22,2028-08-26,False
4,2,2527117,15.58,60,42118.62,2022-06-07,2027-05-12,False
2,3,3193579,14.04,36,88710.53,2018-09-18,2021-09-02,False
5,1,2961876,15.75,12,246823.0,2020-10-02,2021-09-27,False
1,4,2688753,8.34,36,74687.58,2019-12-27,2022-12-11,False
1,2,3823772,11.43,48,79661.92,2018-11-28,2022-11-07,False
3,3,3734551,13.92,24,155606.29,2022-10-28,2024-10-17,False
6,4,2725804,7.1,48,56787.58,2023-10-30,2027-10-09,False
4,2,258865,15.92,24,10786.04,2021-08-16,2023-08-06,False
1,2,1500495,11.99,12,125041.25,2019-05-31,2020-05-25,False
8,4,371627,11.6,60,6193.78,2019-12-17,2024-11-20,True
9,4,1782128,15.11,12,148510.67,2025-06-10,2026-06-05,False
4,2,3497829,13.97,36,97161.92,2018-04-19,2021-04-03,False
10,3,3082605,14.76,120,25688.38,2018-05-08,2028-03-16,False
7,3,2471586,11.09,12,205965.5,2020-09-15,2021-09-10,True
9,2,1978234,14.46,120,16485.28,2016-09-26,2026-08-05,False
1,3,690691,11.47,12,57557.58,2022-11-12,2023-11-07,False
4,5,4512850,13.24,36,125356.94,2019-05-12,2022-04-26,False
8,1,4168689,13.46,360,11579.69,2016-07-16,2046-02-09,False
10,2,3952656,8.94,24,164694.0,2021-06-13,2023-06-03,False
3,3,4463176,15.18,60,74386.27,2018-02-10,2023-01-15,False
4,1,2094118,9.93,48,43627.46,2017-09-30,2021-09-09,False
7,1,836414,13.32,48,17425.29,2021-09-04,2025-08-14,True
6,4,3054721,10.64,48,63640.02,2024-06-07,2028-05-17,False
6,1,827379,14.36,120,6894.82,2024-08-11,2034-06-20,False
8,3,2270376,7.38,12,189198.0,2021-06-27,2022-06-22,True
1,1,1038004,11.78,180,5766.69,2016-12-20,2031-10-03,False
9,1,3850391,10.89,240,16043.3,2024-05-05,2044-01-21,False
2,2,2880613,11.31,12,240051.08,2017-10-21,2018-10-16,True
10,2,1198592,11.44,48,24970.67,2017-04-20,2021-03-30,False
5,5,4082272,8.01,120,34018.93,2023-06-19,2033-04-27,False
4,1,146546,8.44,360,407.07,2020-09-27,2050-04-23,False
8,3,3753200,11.62,84,44680.95,2025-09-20,2032-08-14,False
8,3,1865380,13.17,120,15544.83,2023-09-21,2033-07-30,False
