merchant_name,merchant_category,city,state
Spencer's 2573,Supermarket,Gurgaon,Haryana
Electricity Board 2574,Utilities,Surat,Gujarat
Apollo Hospital 2575,Hospital,Bhopal,Madhya Pradesh
Pizza Hut 2576,Restaurant,Delhi,Delhi
Max Fashion 2577,Fashion,Chennai,Tamil Nadu
Barista 2578,Cafe,Kochi,Kerala
Domino's 2579,Restaurant,Indore,Madhya Pradesh
Reliance Digital 2580,Electronics,Kochi,Kerala
Water Supply 2581,Utilities,Surat,Gujarat
Burger King 2582,Restaurant,Gurgaon,Haryana
BookMyShow 2583,Entertainment,Gurgaon,Haryana
INOX 2584,Entertainment,Indore,Madhya Pradesh
MedPlus 2585,Pharmacy,Delhi,Delhi
Water Supply 2586,Utilities,Kolkata,West Bengal
MedPlus 2587,Pharmacy,Surat,Gujarat
Apollo Hospital 2588,Hospital,Lucknow,Uttar Pradesh
Zudio 2589,Fashion,Noida,Uttar Pradesh
Barista 2590,Cafe,Indore,Madhya Pradesh
KFC 2591,Restaurant,Bengaluru,Karnataka
Zudio 2592,Fashion,Pune,Maharashtra
Yatra 2593,Travel,Bengaluru,Karnataka
Amazon 2594,Shopping,Noida,Uttar Pradesh
Spencer's 2595,Supermarket,Hyderabad,Telangana
Zudio 2596,Fashion,Jaipur,Rajasthan
Goibibo 2597,Travel,Chennai,Tamil Nadu
MedPlus 2598,Pharmacy,Pune,Maharashtra
PVR 2599,Entertainment,Kochi,Kerala
PVR 2600,Entertainment,Chandigarh,Punjab
Yatra 2601,Travel,Pune,Maharashtra
MedPlus 2602,Pharmacy,Bengaluru,Karnataka
Apollo Hospital 2603,Hospital,Lucknow,Uttar Pradesh
Spencer's 2604,Supermarket,Kanpur,Uttar Pradesh
Burger King 2605,Restaurant,Delhi,Delhi
D-Mart 2606,Supermarket,Chennai,Tamil Nadu
Domino's 2607,Restaurant,Ahmedabad,Gujarat
Goibibo 2608,Travel,Delhi,Delhi
Medanta 2609,Hospital,Bengaluru,Karnataka
McDonald's 2610,Restaurant,Chandigarh,Punjab
BookMyShow 2611,Entertainment,Mumbai,Maharashtra
Cafe Coffee Day 2612,Cafe,Patna,Bihar
Vijay Sales 2613,Electronics,Gurgaon,Haryana
Apollo Hospital 2614,Hospital,Noida,Uttar Pradesh
Reliance Digital 2615,Electronics,Ahmedabad,Gujarat
Pantaloons 2616,Fashion,Patna,Bihar
PVR 2617,Entertainment,Bhopal,Madhya Pradesh
Croma 2618,Electronics,Lucknow,Uttar Pradesh
Myntra 2619,Shopping,Indore,Madhya Pradesh
PVR 2620,Entertainment,Kolkata,West Bengal
Fortis 2621,Hospital,Bengaluru,Karnataka
Shell 2622,Fuel,Delhi,Delhi
Croma 2623,Electronics,Chandigarh,Punjab
Amazon 2624,Shopping,Gurgaon,Haryana
D-Mart 2625,Supermarket,Chennai,Tamil Nadu
Croma 2626,Electronics,Surat,Gujarat
Amazon 2627,Shopping,Patna,Bihar
Spencer's 2628,Supermarket,Lucknow,Uttar Pradesh
Fortis 2629,Hospital,Kolkata,West Bengal
MakeMyTrip 2630,Travel,Mumbai,Maharashtra
Reliance Digital 2631,Electronics,Bhopal,Madhya Pradesh
Goibibo 2632,Travel,Patna,Bihar
Burger King 2633,Restaurant,Kochi,Kerala
Apollo Pharmacy 2634,Pharmacy,Pune,Maharashtra
MedPlus 2635,Pharmacy,Chandigarh,Punjab
BookMyShow 2636,Entertainment,Kanpur,Uttar Pradesh
Fortis 2637,Hospital,Chennai,Tamil Nadu
Shell 2638,Fuel,Hyderabad,Telangana
Shell 2639,Fuel,Jaipur,Rajasthan
D-Mart 2640,Supermarket,Gurgaon,Haryana
MedPlus 2641,Pharmacy,Indore,Madhya Pradesh
Max Fashion 2642,Fashion,Ahmedabad,Gujarat
IRCTC 2643,Travel,Kolkata,West Bengal
HP Petrol Pump 2644,Fuel,Kolkata,West Bengal
Apollo Pharmacy 2645,Pharmacy,Pune,Maharashtra
Cafe Coffee Day 2646,Cafe,Chandigarh,Punjab
Medanta 2647,Hospital,Mumbai,Maharashtra
Goibibo 2648,Travel,Kanpur,Uttar Pradesh
BookMyShow 2649,Entertainment,Hyderabad,Telangana
Bharat Petroleum 2650,Fuel,Kochi,Kerala
Domino's 2651,Restaurant,Patna,Bihar
Cafe Coffee Day 2652,Cafe,Kochi,Kerala
McDonald's 2653,Restaurant,Pune,Maharashtra
Reliance Digital 2654,Electronics,Kanpur,Uttar Pradesh
MedPlus 2655,Pharmacy,Kochi,Kerala
Yatra 2656,Travel,Kolkata,West Bengal
McDonald's 2657,Restaurant,Nagpur,Maharashtra
Fortis 2658,Hospital,Kochi,Kerala
Goibibo 2659,Travel,Kanpur,Uttar Pradesh
Medanta 2660,Hospital,Pune,Maharashtra
Lifestyle 2661,Fashion,Surat,Gujarat
Pantaloons 2662,Fashion,Surat,Gujarat
KFC 2663,Restaurant,Patna,Bihar
D-Mart 2664,Supermarket,Chennai,Tamil Nadu
MakeMyTrip 2665,Travel,Pune,Maharashtra
Apollo Hospital 2666,Hospital,Surat,Gujarat
Croma 2667,Electronics,Ahmedabad,Gujarat
Barista 2668,Cafe,Delhi,Delhi
Water Supply 2669,Utilities,Chandigarh,Punjab
Reliance Digital 2670,Electronics,Bengaluru,Karnataka
MedPlus 2671,Pharmacy,Bengaluru,Karnataka
Croma 2672,Electronics,Kolkata,West Bengal
Wellness Forever 2673,Pharmacy,Mumbai,Maharashtra
McDonald's 2674,Restaurant,Surat,Gujarat
Fortis 2675,Hospital,Patna,Bihar
Starbucks 2676,Cafe,Hyderabad,Telangana
Burger King 2677,Restaurant,Kolkata,West Bengal
Gas Agency 2678,Utilities,Kanpur,Uttar Pradesh
Gas Agency 2679,Utilities,Ahmedabad,Gujarat
Westside 2680,Fashion,Noida,Uttar Pradesh
MedPlus 2681,Pharmacy,Kanpur,Uttar Pradesh
Apollo Hospital 2682,Hospital,Pune,Maharashtra
Ajio 2683,Shopping,Kolkata,West Bengal
Apollo Hospital 2684,Hospital,Kanpur,Uttar Pradesh
Bharat Petroleum 2685,Fuel,Kochi,Kerala
MedPlus 2686,Pharmacy,Nagpur,Maharashtra
Wellness Forever 2687,Pharmacy,Pune,Maharashtra
Wellness Forever 2688,Pharmacy,Kolkata,West Bengal
Yatra 2689,Travel,Chandigarh,Punjab
Reliance Digital 2690,Electronics,Chennai,Tamil Nadu
Water Supply 2691,Utilities,Chennai,Tamil Nadu
BookMyShow 2692,Entertainment,Gurgaon,Haryana
Medanta 2693,Hospital,Kolkata,West Bengal
Domino's 2694,Restaurant,Hyderabad,Telangana
BookMyShow 2695,Entertainment,Bengaluru,Karnataka
Lifestyle 2696,Fashion,Lucknow,Uttar Pradesh
Westside 2697,Fashion,Chandigarh,Punjab
More 2698,Supermarket,Jaipur,Rajasthan
Apollo Pharmacy 2699,Pharmacy,Patna,Bihar
IRCTC 2700,Travel,Surat,Gujarat
Barista 2701,Cafe,Delhi,Delhi
Croma 2702,Electronics,Ahmedabad,Gujarat
D-Mart 2703,Supermarket,Noida,Uttar Pradesh
Bharat Petroleum 2704,Fuel,Chandigarh,Punjab
Gas Agency 2705,Utilities,Jaipur,Rajasthan
MakeMyTrip 2706,Travel,Patna,Bihar
Barista 2707,Cafe,Ahmedabad,Gujarat
Cafe Coffee Day 2708,Cafe,Gurgaon,Haryana
Cafe Coffee Day 2709,Cafe,Chennai,Tamil Nadu
Vijay Sales 2710,Electronics,Gurgaon,Haryana
McDonald's 2711,Restaurant,Noida,Uttar Pradesh
HP Petrol Pump 2712,Fuel,Kochi,Kerala
Myntra 2713,Shopping,Gurgaon,Haryana
Meesho 2714,Shopping,Bhopal,Madhya Pradesh
Medanta 2715,Hospital,Mumbai,Maharashtra
PVR 2716,Entertainment,Ahmedabad,Gujarat
Apollo Hospital 2717,Hospital,Surat,Gujarat
Electricity Board 2718,Utilities,Kochi,Kerala
INOX 2719,Entertainment,Bengaluru,Karnataka
Indian Oil 2720,Fuel,Mumbai,Maharashtra
Ajio 2721,Shopping,Jaipur,Rajasthan
Spencer's 2722,Supermarket,Gurgaon,Haryana
McDonald's 2723,Restaurant,Jaipur,Rajasthan
Croma 2724,Electronics,Indore,Madhya Pradesh
BookMyShow 2725,Entertainment,Gurgaon,Haryana
Apollo Pharmacy 2726,Pharmacy,Pune,Maharashtra
Goibibo 2727,Travel,Delhi,Delhi
Apollo Pharmacy 2728,Pharmacy,Mumbai,Maharashtra
Flipkart 2729,Shopping,Kanpur,Uttar Pradesh
IRCTC 2730,Travel,Kanpur,Uttar Pradesh
Croma 2731,Electronics,Noida,Uttar Pradesh
Gas Agency 2732,Utilities,Ahmedabad,Gujarat
Domino's 2733,Restaurant,Kanpur,Uttar Pradesh
Wellness Forever 2734,Pharmacy,Noida,Uttar Pradesh
Medanta 2735,Hospital,Lucknow,Uttar Pradesh
Wellness Forever 2736,Pharmacy,Gurgaon,Haryana
INOX 2737,Entertainment,Chandigarh,Punjab
INOX 2738,Entertainment,Kochi,Kerala
MakeMyTrip 2739,Travel,Noida,Uttar Pradesh
INOX 2740,Entertainment,Indore,Madhya Pradesh
KFC 2741,Restaurant,Nagpur,Maharashtra
PVR 2742,Entertainment,Chennai,Tamil Nadu
Wellness Forever 2743,Pharmacy,Bengaluru,Karnataka
Flipkart 2744,Shopping,Noida,Uttar Pradesh
Vijay Sales 2745,Electronics,Chennai,Tamil Nadu
BookMyShow 2746,Entertainment,Jaipur,Rajasthan
Big Bazaar 2747,Supermarket,Ahmedabad,Gujarat
Fortis 2748,Hospital,Chandigarh,Punjab
Croma 2749,Electronics,Chennai,Tamil Nadu
Water Supply 2750,Utilities,Jaipur,Rajasthan
MedPlus 2751,Pharmacy,Pune,Maharashtra
INOX 2752,Entertainment,Surat,Gujarat
Wellness Forever 2753,Pharmacy,Bengaluru,Karnataka
Lifestyle 2754,Fashion,Kolkata,West Bengal
INOX 2755,Entertainment,Noida,Uttar Pradesh
Spencer's 2756,Supermarket,Mumbai,Maharashtra
Wellness Forever 2757,Pharmacy,Noida,Uttar Pradesh
MakeMyTrip 2758,Travel,Jaipur,Rajasthan
Medanta 2759,Hospital,Noida,Uttar Pradesh
BookMyShow 2760,Entertainment,Gurgaon,Haryana
Lifestyle 2761,Fashion,Kolkata,West Bengal
Lifestyle 2762,Fashion,Mumbai,Maharashtra
IRCTC 2763,Travel,Patna,Bihar
Croma 2764,Electronics,Chandigarh,Punjab
Spencer's 2765,Supermarket,Bengaluru,Karnataka
MakeMyTrip 2766,Travel,Bhopal,Madhya Pradesh
MakeMyTrip 2767,Travel,Chennai,Tamil Nadu
Reliance Digital 2768,Electronics,Chandigarh,Punjab
Reliance Fresh 2769,Supermarket,Bengaluru,Karnataka
IRCTC 2770,Travel,Indore,Madhya Pradesh
Gas Agency 2771,Utilities,Nagpur,Maharashtra
IRCTC 2772,Travel,Surat,Gujarat
Goibibo 2773,Travel,Pune,Maharashtra
Flipkart 2774,Shopping,Noida,Uttar Pradesh
Wellness Forever 2775,Pharmacy,Chennai,Tamil Nadu
Flipkart 2776,Shopping,Kanpur,Uttar Pradesh
Amazon 2777,Shopping,Ahmedabad,Gujarat
PVR 2778,Entertainment,Jaipur,Rajasthan
Barista 2779,Cafe,Lucknow,Uttar Pradesh
Max Hospital 2780,Hospital,Chennai,Tamil Nadu
More 2781,Supermarket,Bengaluru,Karnataka
Gas Agency 2782,Utilities,Lucknow,Uttar Pradesh
Burger King 2783,Restaurant,Surat,Gujarat
Starbucks 2784,Cafe,Chennai,Tamil Nadu
Apollo Hospital 2785,Hospital,Gurgaon,Haryana
Pizza Hut 2786,Restaurant,Patna,Bihar
D-Mart 2787,Supermarket,Hyderabad,Telangana
Croma 2788,Electronics,Kochi,Kerala
Gas Agency 2789,Utilities,Kolkata,West Bengal
Apollo Pharmacy 2790,Pharmacy,Gurgaon,Haryana
Burger King 2791,Restaurant,Chandigarh,Punjab
PVR 2792,Entertainment,Patna,Bihar
Max Hospital 2793,Hospital,Chandigarh,Punjab
Barista 2794,Cafe,Gurgaon,Haryana
MedPlus 2795,Pharmacy,Bengaluru,Karnataka
HP Petrol Pump 2796,Fuel,Pune,Maharashtra
Reliance Digital 2797,Electronics,Hyderabad,Telangana
Gas Agency 2798,Utilities,Patna,Bihar
INOX 2799,Entertainment,Jaipur,Rajasthan
Apollo Pharmacy 2800,Pharmacy,Surat,Gujarat
Pizza Hut 2801,Restaurant,Bengaluru,Karnataka
Apollo Pharmacy 2802,Pharmacy,Hyderabad,Telangana
Apollo Pharmacy 2803,Pharmacy,Bengaluru,Karnataka
Myntra 2804,Shopping,Pune,Maharashtra
McDonald's 2805,Restaurant,Surat,Gujarat
Lifestyle 2806,Fashion,Ahmedabad,Gujarat
Westside 2807,Fashion,Ahmedabad,Gujarat
Big Bazaar 2808,Supermarket,Nagpur,Maharashtra
Big Bazaar 2809,Supermarket,Patna,Bihar
Croma 2810,Electronics,Bengaluru,Karnataka
Domino's 2811,Restaurant,Indore,Madhya Pradesh
Electricity Board 2812,Utilities,Pune,Maharashtra
Bharat Petroleum 2813,Fuel,Kanpur,Uttar Pradesh
Reliance Fresh 2814,Supermarket,Gurgaon,Haryana
Amazon 2815,Shopping,Kolkata,West Bengal
Reliance Fresh 2816,Supermarket,Gurgaon,Haryana
Burger King 2817,Restaurant,Bhopal,Madhya Pradesh
Fortis 2818,Hospital,Lucknow,Uttar Pradesh
Westside 2819,Fashion,Bengaluru,Karnataka
INOX 2820,Entertainment,Bengaluru,Karnataka
Bharat Petroleum 2821,Fuel,Lucknow,Uttar Pradesh
Yatra 2822,Travel,Chandigarh,Punjab
Shell 2823,Fuel,Bengaluru,Karnataka
Vijay Sales 2824,Electronics,Nagpur,Maharashtra
Apollo Hospital 2825,Hospital,Bhopal,Madhya Pradesh
McDonald's 2826,Restaurant,Indore,Madhya Pradesh
Apollo Hospital 2827,Hospital,Chennai,Tamil Nadu
Water Supply 2828,Utilities,Gurgaon,Haryana
INOX 2829,Entertainment,Bhopal,Madhya Pradesh
Indian Oil 2830,Fuel,Lucknow,Uttar Pradesh
Gas Agency 2831,Utilities,Nagpur,Maharashtra
Westside 2832,Fashion,Nagpur,Maharashtra
Domino's 2833,Restaurant,Kolkata,West Bengal
McDonald's 2834,Restaurant,Jaipur,Rajasthan
Croma 2835,Electronics,Chennai,Tamil Nadu
Starbucks 2836,Cafe,Chandigarh,Punjab
Amazon 2837,Shopping,Pune,Maharashtra
IRCTC 2838,Travel,Kochi,Kerala
Bharat Petroleum 2839,Fuel,Bhopal,Madhya Pradesh
Myntra 2840,Shopping,Jaipur,Rajasthan
Electricity Board 2841,Utilities,Kolkata,West Bengal
Croma 2842,Electronics,Kanpur,Uttar Pradesh
Indian Oil 2843,Fuel,Hyderabad,Telangana
D-Mart 2844,Supermarket,Chandigarh,Punjab
Wellness Forever 2845,Pharmacy,Gurgaon,Haryana
Pizza Hut 2846,Restaurant,Hyderabad,Telangana
Gas Agency 2847,Utilities,Noida,Uttar Pradesh
Flipkart 2848,Shopping,Mumbai,Maharashtra
Westside 2849,Fashion,Delhi,Delhi
Apollo Hospital 2850,Hospital,Mumbai,Maharashtra
Apollo Hospital 2851,Hospital,Chennai,Tamil Nadu
McDonald's 2852,Restaurant,Indore,Madhya Pradesh
Starbucks 2853,Cafe,Gurgaon,Haryana
IRCTC 2854,Travel,Delhi,Delhi
Croma 2855,Electronics,Bengaluru,Karnataka
Bharat Petroleum 2856,Fuel,Bhopal,Madhya Pradesh
Amazon 2857,Shopping,Surat,Gujarat
Burger King 2858,Restaurant,Hyderabad,Telangana
Croma 2859,Electronics,Chennai,Tamil Nadu
Bharat Petroleum 2860,Fuel,Noida,Uttar Pradesh
MedPlus 2861,Pharmacy,Kanpur,Uttar Pradesh
IRCTC 2862,Travel,Indore,Madhya Pradesh
Gas Agency 2863,Utilities,Bhopal,Madhya Pradesh
Medanta 2864,Hospital,Hyderabad,Telangana
Fortis 2865,Hospital,Nagpur,Maharashtra
Apollo Pharmacy 2866,Pharmacy,Patna,Bihar
MakeMyTrip 2867,Travel,Gurgaon,Haryana
Max Fashion 2868,Fashion,Kochi,Kerala
Wellness Forever 2869,Pharmacy,Gurgaon,Haryana
Pantaloons 2870,Fashion,Ahmedabad,Gujarat
Croma 2871,Electronics,Nagpur,Maharashtra
Reliance Digital 2872,Electronics,Pune,Maharashtra
Apollo Pharmacy 2873,Pharmacy,Delhi,Delhi
INOX 2874,Entertainment,Noida,Uttar Pradesh
Pantaloons 2875,Fashion,Kochi,Kerala
Vijay Sales 2876,Electronics,Noida,Uttar Pradesh
PVR 2877,Entertainment,Surat,Gujarat
Cafe Coffee Day 2878,Cafe,Noida,Uttar Pradesh
HP Petrol Pump 2879,Fuel,Patna,Bihar
Goibibo 2880,Travel,Jaipur,Rajasthan
Electricity Board 2881,Utilities,Delhi,Delhi
Apollo Pharmacy 2882,Pharmacy,Patna,Bihar
HP Petrol Pump 2883,Fuel,Noida,Uttar Pradesh
Electricity Board 2884,Utilities,Delhi,Delhi
Big Bazaar 2885,Supermarket,Delhi,Delhi
Pantaloons 2886,Fashion,Kochi,Kerala
Fortis 2887,Hospital,Noida,Uttar Pradesh
Gas Agency 2888,Utilities,Indore,Madhya Pradesh
Croma 2889,Electronics,Kanpur,Uttar Pradesh
Max Fashion 2890,Fashion,Surat,Gujarat
Pizza Hut 2891,Restaurant,Gurgaon,Haryana
KFC 2892,Restaurant,Patna,Bihar
Apollo Hospital 2893,Hospital,Bhopal,Madhya Pradesh
MedPlus 2894,Pharmacy,Kolkata,West Bengal
Cafe Coffee Day 2895,Cafe,Bengaluru,Karnataka
Fortis 2896,Hospital,Mumbai,Maharashtra
Fortis 2897,Hospital,Chennai,Tamil Nadu
Westside 2898,Fashion,Ahmedabad,Gujarat
MedPlus 2899,Pharmacy,Nagpur,Maharashtra
Spencer's 2900,Supermarket,Kochi,Kerala
Yatra 2901,Travel,Lucknow,Uttar Pradesh
Vijay Sales 2902,Electronics,Kanpur,Uttar Pradesh
Lifestyle 2903,Fashion,Lucknow,Uttar Pradesh
Barista 2904,Cafe,Nagpur,Maharashtra
PVR 2905,Entertainment,Noida,Uttar Pradesh
Gas Agency 2906,Utilities,Mumbai,Maharashtra
KFC 2907,Restaurant,Indore,Madhya Pradesh
Barista 2908,Cafe,Delhi,Delhi
Barista 2909,Cafe,Pune,Maharashtra
Goibibo 2910,Travel,Chennai,Tamil Nadu
Croma 2911,Electronics,Indore,Madhya Pradesh
Gas Agency 2912,Utilities,Surat,Gujarat
McDonald's 2913,Restaurant,Noida,Uttar Pradesh
Big Bazaar 2914,Supermarket,Lucknow,Uttar Pradesh
BookMyShow 2915,Entertainment,Kolkata,West Bengal
Fortis 2916,Hospital,Pune,Maharashtra
Apollo Pharmacy 2917,Pharmacy,Gurgaon,Haryana
Cafe Coffee Day 2918,Cafe,Indore,Madhya Pradesh
Zudio 2919,Fashion,Pune,Maharashtra
Apollo Pharmacy 2920,Pharmacy,Kochi,Kerala
Reliance Fresh 2921,Supermarket,Nagpur,Maharashtra
MakeMyTrip 2922,Travel,Bengaluru,Karnataka
KFC 2923,Restaurant,Chennai,Tamil Nadu
More 2924,Supermarket,Pune,Maharashtra
Barista 2925,Cafe,Kochi,Kerala
Apollo Hospital 2926,Hospital,Bengaluru,Karnataka
Apollo Pharmacy 2927,Pharmacy,Hyderabad,Telangana
Wellness Forever 2928,Pharmacy,Kochi,Kerala
Fortis 2929,Hospital,Nagpur,Maharashtra
Fortis 2930,Hospital,Bengaluru,Karnataka
Lifestyle 2931,Fashion,Jaipur,Rajasthan
IRCTC 2932,Travel,Pune,Maharashtra
Max Fashion 2933,Fashion,Noida,Uttar Pradesh
Amazon 2934,Shopping,Indore,Madhya Pradesh
Pizza Hut 2935,Restaurant,Bhopal,Madhya Pradesh
Flipkart 2936,Shopping,Surat,Gujarat
Pizza Hut 2937,Restaurant,Bengaluru,Karnataka
Reliance Digital 2938,Electronics,Kanpur,Uttar Pradesh
Gas Agency 2939,Utilities,Pune,Maharashtra
PVR 2940,Entertainment,Pune,Maharashtra
Starbucks 2941,Cafe,Delhi,Delhi
Croma 2942,Electronics,Pune,Maharashtra
Starbucks 2943,Cafe,Surat,Gujarat
Yatra 2944,Travel,Hyderabad,Telangana
INOX 2945,Entertainment,Hyderabad,Telangana
Zudio 2946,Fashion,Patna,Bihar
Burger King 2947,Restaurant,Ahmedabad,Gujarat
PVR 2948,Entertainment,Patna,Bihar
Reliance Digital 2949,Electronics,Bengaluru,Karnataka
Water Supply 2950,Utilities,Noida,Uttar Pradesh
D-Mart 2951,Supermarket,Pune,Maharashtra
Barista 2952,Cafe,Hyderabad,Telangana
Shell 2953,Fuel,Jaipur,Rajasthan
Lifestyle 2954,Fashion,Patna,Bihar
Indian Oil 2955,Fuel,Noida,Uttar Pradesh
Max Hospital 2956,Hospital,Bhopal,Madhya Pradesh
Burger King 2957,Restaurant,Lucknow,Uttar Pradesh
Croma 2958,Electronics,Pune,Maharashtra
Lifestyle 2959,Fashion,Pune,Maharashtra
Domino's 2960,Restaurant,Bengaluru,Karnataka
Max Hospital 2961,Hospital,Surat,Gujarat
PVR 2962,Entertainment,Kochi,Kerala
Croma 2963,Electronics,Kolkata,West Bengal
Myntra 2964,Shopping,Noida,Uttar Pradesh
Water Supply 2965,Utilities,Chandigarh,Punjab
Electricity Board 2966,Utilities,Chennai,Tamil Nadu
Meesho 2967,Shopping,Gurgaon,Haryana
Vijay Sales 2968,Electronics,Kolkata,West Bengal
Yatra 2969,Travel,Chennai,Tamil Nadu
INOX 2970,Entertainment,Gurgaon,Haryana
Domino's 2971,Restaurant,Kolkata,West Bengal
Goibibo 2972,Travel,Indore,Madhya Pradesh
Reliance Fresh 2973,Supermarket,Bhopal,Madhya Pradesh
MedPlus 2974,Pharmacy,Pune,Maharashtra
Starbucks 2975,Cafe,Pune,Maharashtra
MedPlus 2976,Pharmacy,Indore,Madhya Pradesh
McDonald's 2977,Restaurant,Patna,Bihar
Zudio 2978,Fashion,Pune,Maharashtra
Fortis 2979,Hospital,Nagpur,Maharashtra
Water Supply 2980,Utilities,Pune,Maharashtra
Goibibo 2981,Travel,Ahmedabad,Gujarat
Max Hospital 2982,Hospital,Indore,Madhya Pradesh
BookMyShow 2983,Entertainment,Indore,Madhya Pradesh
Wellness Forever 2984,Pharmacy,Chandigarh,Punjab
Starbucks 2985,Cafe,Kolkata,West Bengal
Electricity Board 2986,Utilities,Kolkata,West Bengal
MedPlus 2987,Pharmacy,Chandigarh,Punjab
Amazon 2988,Shopping,Chandigarh,Punjab
Medanta 2989,Hospital,Chandigarh,Punjab
D-Mart 2990,Supermarket,Hyderabad,Telangana
Water Supply 2991,Utilities,Jaipur,Rajasthan
Domino's 2992,Restaurant,Bhopal,Madhya Pradesh
McDonald's 2993,Restaurant,Patna,Bihar
Apollo Hospital 2994,Hospital,Indore,Madhya Pradesh
Burger King 2995,Restaurant,Pune,Maharashtra
BookMyShow 2996,Entertainment,Kanpur,Uttar Pradesh
Reliance Fresh 2997,Supermarket,Ahmedabad,Gujarat
MedPlus 2998,Pharmacy,Pune,Maharashtra
MedPlus 2999,Pharmacy,Kolkata,West Bengal
Flipkart 3000,Shopping,Bhopal,Madhya Pradesh
More 3001,Supermarket,Ahmedabad,Gujarat
Indian Oil 3002,Fuel,Kolkata,West Bengal
Bharat Petroleum 3003,Fuel,Hyderabad,Telangana
BookMyShow 3004,Entertainment,Noida,Uttar Pradesh
Wellness Forever 3005,Pharmacy,Patna,Bihar
Flipkart 3006,Shopping,Delhi,Delhi
BookMyShow 3007,Entertainment,Bhopal,Madhya Pradesh
HP Petrol Pump 3008,Fuel,Lucknow,Uttar Pradesh
BookMyShow 3009,Entertainment,Patna,Bihar
More 3010,Supermarket,Pune,Maharashtra
Medanta 3011,Hospital,Chennai,Tamil Nadu
BookMyShow 3012,Entertainment,Noida,Uttar Pradesh
Domino's 3013,Restaurant,Ahmedabad,Gujarat
BookMyShow 3014,Entertainment,Pune,Maharashtra
Flipkart 3015,Shopping,Noida,Uttar Pradesh
Indian Oil 3016,Fuel,Bengaluru,Karnataka
Westside 3017,Fashion,Chandigarh,Punjab
Max Hospital 3018,Hospital,Jaipur,Rajasthan
Water Supply 3019,Utilities,Gurgaon,Haryana
Electricity Board 3020,Utilities,Patna,Bihar
Lifestyle 3021,Fashion,Mumbai,Maharashtra
Starbucks 3022,Cafe,Patna,Bihar
Zudio 3023,Fashion,Nagpur,Maharashtra
Indian Oil 3024,Fuel,Indore,Madhya Pradesh
Amazon 3025,Shopping,Gurgaon,Haryana
Medanta 3026,Hospital,Indore,Madhya Pradesh
Apollo Pharmacy 3027,Pharmacy,Mumbai,Maharashtra
Domino's 3028,Restaurant,Chandigarh,Punjab
Indian Oil 3029,Fuel,Kochi,Kerala
Spencer's 3030,Supermarket,Kanpur,Uttar Pradesh
McDonald's 3031,Restaurant,Kolkata,West Bengal
KFC 3032,Restaurant,Delhi,Delhi
Apollo Hospital 3033,Hospital,Lucknow,Uttar Pradesh
Ajio 3034,Shopping,Ahmedabad,Gujarat
Cafe Coffee Day 3035,Cafe,Mumbai,Maharashtra
Flipkart 3036,Shopping,Ahmedabad,Gujarat
Goibibo 3037,Travel,Surat,Gujarat
Indian Oil 3038,Fuel,Ahmedabad,Gujarat
Big Bazaar 3039,Supermarket,Indore,Madhya Pradesh
Gas Agency 3040,Utilities,Surat,Gujarat
Meesho 3041,Shopping,Patna,Bihar
Wellness Forever 3042,Pharmacy,Kochi,Kerala
Apollo Hospital 3043,Hospital,Noida,Uttar Pradesh
Fortis 3044,Hospital,Hyderabad,Telangana
Apollo Pharmacy 3045,Pharmacy,Bhopal,Madhya Pradesh
Pizza Hut 3046,Restaurant,Bhopal,Madhya Pradesh
Zudio 3047,Fashion,Kolkata,West Bengal
Reliance Fresh 3048,Supermarket,Chennai,Tamil Nadu
MakeMyTrip 3049,Travel,Chennai,Tamil Nadu
McDonald's 3050,Restaurant,Jaipur,Rajasthan
MedPlus 3051,Pharmacy,Mumbai,Maharashtra
Reliance Fresh 3052,Supermarket,Noida,Uttar Pradesh
Gas Agency 3053,Utilities,Kolkata,West Bengal
INOX 3054,Entertainment,Hyderabad,Telangana
Bharat Petroleum 3055,Fuel,Surat,Gujarat
Bharat Petroleum 3056,Fuel,Surat,Gujarat
Bharat Petroleum 3057,Fuel,Kochi,Kerala
Zudio 3058,Fashion,Mumbai,Maharashtra
Myntra 3059,Shopping,Lucknow,Uttar Pradesh
Flipkart 3060,Shopping,Nagpur,Maharashtra
Apollo Pharmacy 3061,Pharmacy,Chennai,Tamil Nadu
Pizza Hut 3062,Restaurant,Nagpur,Maharashtra
Bharat Petroleum 3063,Fuel,Ahmedabad,Gujarat
Zudio 3064,Fashion,Patna,Bihar
Max Hospital 3065,Hospital,Jaipur,Rajasthan
PVR 3066,Entertainment,Hyderabad,Telangana
Flipkart 3067,Shopping,Chandigarh,Punjab
BookMyShow 3068,Entertainment,Bhopal,Madhya Pradesh
Fortis 3069,Hospital,Ahmedabad,Gujarat
Max Hospital 3070,Hospital,Jaipur,Rajasthan
Bharat Petroleum 3071,Fuel,Patna,Bihar
MedPlus 3072,Pharmacy,Mumbai,Maharashtra
Shell 3073,Fuel,Kolkata,West Bengal
MedPlus 3074,Pharmacy,Bhopal,Madhya Pradesh
Starbucks 3075,Cafe,Ahmedabad,Gujarat
HP Petrol Pump 3076,Fuel,Delhi,Delhi
Wellness Forever 3077,Pharmacy,Mumbai,Maharashtra
Bharat Petroleum 3078,Fuel,Kanpur,Uttar Pradesh
McDonald's 3079,Restaurant,Chandigarh,Punjab
Zudio 3080,Fashion,Bengaluru,Karnataka
Yatra 3081,Travel,Nagpur,Maharashtra
