fraud_id,transaction_id,fraud_type,risk_score,detected_date,investigation_status
2746,367321,Money Laundering,87,2026-03-13,Resolved
2747,20627,Identity Theft,62,2026-04-27,Under Investigation
2748,407950,Suspicious Transfer,69,2024-09-29,Under Investigation
2749,461872,Suspicious Transfer,81,2025-10-27,Open
2750,13649,Money Laundering,66,2026-05-22,Under Investigation
2751,372924,Duplicate Transaction,68,2025-11-13,Open
2752,121827,Card Skimming,80,2024-07-06,Under Investigation
2753,290343,Phishing,96,2025-07-14,Closed
2754,280602,International Fraud,75,2025-08-14,Open
2755,92232,Account Takeover,68,2025-02-12,Under Investigation
2756,324707,High Value Withdrawal,99,2026-03-07,Under Investigation
2757,269277,Card Skimming,89,2024-12-17,Under Investigation
2758,48591,Fake Merchant,91,2024-09-21,Closed
2759,154301,Suspicious Transfer,67,2025-07-23,Closed
2760,92257,Suspicious Transfer,72,2025-06-22,Resolved
2761,178383,Duplicate Transaction,100,2025-10-24,Under Investigation
2762,242213,High Value Withdrawal,82,2025-08-10,Under Investigation
2763,86141,Money Laundering,91,2025-07-03,Resolved
2764,455124,Money Laundering,75,2025-03-13,Closed
2765,470355,Account Takeover,98,2026-01-14,Under Investigation
2766,462350,Phishing,94,2025-09-23,Under Investigation
2767,341770,Fake Merchant,99,2025-10-19,Closed
2768,133245,High Value Withdrawal,61,2024-11-24,Closed
2769,49873,Identity Theft,82,2025-08-19,Open
2770,382425,Account Takeover,70,2024-08-26,Under Investigation
2771,252448,Money Laundering,79,2025-12-09,Closed
2772,328940,Money Laundering,79,2024-11-29,Under Investigation
2773,17718,Fake Merchant,76,2025-10-08,Closed
2774,108860,Duplicate Transaction,78,2026-02-08,Closed
2775,355524,Identity Theft,90,2024-10-22,Resolved
2776,394097,Phishing,100,2026-05-09,Closed
2777,273265,International Fraud,84,2024-12-14,Under Investigation
2778,326476,Account Takeover,76,2025-01-23,Resolved
2779,96586,Fake Merchant,75,2026-04-16,Under Investigation
2780,259370,International Fraud,86,2024-08-11,Under Investigation
2781,279843,Fake Merchant,64,2025-11-03,Open
2782,177205,Phishing,86,2025-04-13,Closed
2783,299875,Fake Merchant,73,2025-08-02,Open
2784,496596,Suspicious Transfer,90,2025-11-09,Open
2785,219069,Card Skimming,92,2025-06-14,Open
2786,294749,Fake Merchant,95,2025-02-12,Under Investigation
2787,81370,Suspicious Transfer,100,2025-04-02,Resolved
2788,416920,Account Takeover,87,2024-11-14,Under Investigation
2789,199139,Phishing,81,2025-06-23,Closed
2790,161373,International Fraud,64,2025-08-29,Resolved
2791,173692,Money Laundering,60,2026-03-02,Closed
2792,31998,High Value Withdrawal,65,2025-11-06,Under Investigation
2793,474138,Fake Merchant,90,2024-10-01,Closed
2794,219630,Suspicious Transfer,78,2025-12-28,Closed
2795,304400,Identity Theft,66,2026-06-09,Open
2796,62834,Money Laundering,95,2025-12-20,Closed
2797,241291,Duplicate Transaction,82,2026-06-26,Resolved
2798,436059,Suspicious Transfer,82,2024-07-12,Closed
2799,322506,Phishing,76,2026-04-22,Resolved
2800,480414,Phishing,62,2026-03-16,Resolved
2801,33774,Fake Merchant,77,2025-05-04,Closed
2802,319898,Card Skimming,88,2025-01-20,Closed
2803,93579,Fake Merchant,92,2026-02-15,Closed
2804,161312,Money Laundering,66,2024-07-16,Resolved
2805,40419,Card Skimming,76,2025-12-02,Open
2806,166691,Money Laundering,61,2026-02-05,Closed
2807,71396,Suspicious Transfer,67,2026-03-04,Under Investigation
2808,253493,Account Takeover,83,2025-06-10,Under Investigation
2809,37999,Phishing,90,2025-02-18,Resolved
2810,279608,Identity Theft,68,2024-11-08,Under Investigation
2811,452644,Identity Theft,85,2026-04-30,Under Investigation
2812,125711,Fake Merchant,78,2025-06-23,Open
2813,311030,Duplicate Transaction,87,2026-01-25,Open
2814,476121,Identity Theft,73,2026-03-05,Closed
2815,481996,Identity Theft,93,2025-06-17,Closed
2816,9816,Phishing,72,2024-09-14,Resolved
2817,107912,Phishing,84,2026-02-25,Under Investigation
2818,345256,Suspicious Transfer,71,2024-08-23,Resolved
2819,314980,Card Skimming,68,2025-04-13,Resolved
2820,245846,Money Laundering,67,2026-03-01,Under Investigation
2821,81821,Money Laundering,90,2026-05-11,Open
2822,368254,Account Takeover,90,2024-07-25,Resolved
2823,329802,International Fraud,66,2026-03-29,Closed
2824,494326,Suspicious Transfer,69,2025-03-18,Resolved
2825,387937,Identity Theft,69,2025-11-09,Closed
2826,100189,High Value Withdrawal,76,2024-09-07,Under Investigation
2827,234749,Identity Theft,88,2025-10-03,Under Investigation
2828,148575,Fake Merchant,73,2026-03-27,Open
2829,310233,High Value Withdrawal,86,2025-07-08,Open
2830,270123,Fake Merchant,84,2024-08-14,Closed
2831,157631,Account Takeover,68,2025-11-21,Closed
2832,431485,Identity Theft,92,2026-04-03,Resolved
2833,410065,Account Takeover,85,2025-08-07,Under Investigation
2834,229956,Account Takeover,93,2024-08-16,Closed
2835,96794,Suspicious Transfer,80,2025-05-06,Closed
2836,8022,Fake Merchant,68,2025-10-25,Closed
2837,421055,Phishing,67,2025-01-03,Under Investigation
2838,815,High Value Withdrawal,83,2024-10-20,Resolved
2839,82730,Fake Merchant,85,2025-08-31,Open
2840,16852,Fake Merchant,89,2025-04-26,Resolved
2841,86517,Card Skimming,83,2025-08-31,Closed
2842,135955,Identity Theft,68,2025-04-22,Closed
2843,81505,Money Laundering,95,2025-06-22,Open
2844,113861,High Value Withdrawal,63,2026-02-15,Open
2845,167679,Duplicate Transaction,96,2024-07-02,Closed
2846,479253,Duplicate Transaction,83,2025-03-01,Under Investigation
2847,234647,International Fraud,99,2024-07-27,Under Investigation
2848,323867,Account Takeover,96,2026-02-19,Resolved
2849,479345,International Fraud,98,2026-05-30,Resolved
2850,272923,Phishing,86,2026-02-18,Under Investigation
2851,146203,International Fraud,64,2026-07-01,Open
2852,249295,Suspicious Transfer,73,2025-03-22,Resolved
2853,303477,Identity Theft,76,2025-03-05,Open
2854,232317,Phishing,71,2025-06-23,Under Investigation
2855,331002,Duplicate Transaction,73,2026-04-16,Open
2856,315760,Identity Theft,63,2024-07-02,Under Investigation
2857,321899,Phishing,85,2025-12-26,Resolved
2858,320983,Suspicious Transfer,91,2026-03-21,Resolved
2859,46244,Card Skimming,60,2024-10-14,Open
2860,435503,High Value Withdrawal,89,2024-07-27,Open
2861,46557,Account Takeover,66,2025-05-19,Open
2862,253707,Money Laundering,62,2024-08-28,Open
2863,372825,Identity Theft,78,2025-03-13,Closed
2864,456658,Card Skimming,72,2025-03-27,Open
2865,332808,High Value Withdrawal,97,2025-08-03,Resolved
2866,12345,Card Skimming,80,2025-10-11,Under Investigation
2867,465634,International Fraud,88,2024-09-14,Closed
2868,353780,Suspicious Transfer,68,2026-01-16,Under Investigation
2869,351756,Card Skimming,98,2025-06-29,Open
2870,187458,Phishing,78,2026-05-01,Resolved
2871,113860,High Value Withdrawal,63,2024-08-04,Open
2872,392819,Identity Theft,94,2025-10-14,Resolved
2873,426525,Suspicious Transfer,95,2026-03-22,Resolved
2874,378257,Fake Merchant,67,2026-06-06,Open
2875,61359,Account Takeover,85,2025-05-20,Resolved
2876,317359,Identity Theft,91,2025-07-16,Resolved
2877,318763,Fake Merchant,97,2025-09-24,Resolved
2878,215446,International Fraud,78,2025-07-01,Open
2879,35975,Suspicious Transfer,67,2026-04-22,Resolved
2880,175576,Identity Theft,97,2025-01-24,Resolved
2881,375259,Money Laundering,72,2025-05-27,Closed
2882,72577,Money Laundering,69,2024-09-25,Under Investigation
2883,139525,Account Takeover,67,2024-09-25,Under Investigation
2884,174985,Suspicious Transfer,87,2025-07-25,Closed
2885,65795,Duplicate Transaction,87,2025-11-20,Closed
2886,319058,Card Skimming,66,2025-01-02,Resolved
2887,147987,Phishing,63,2025-08-09,Closed
2888,303916,Account Takeover,80,2026-01-30,Closed
2889,462422,Fake Merchant,87,2026-03-11,Open
2890,440163,High Value Withdrawal,91,2024-07-25,Under Investigation
2891,200361,Suspicious Transfer,85,2025-05-31,Under Investigation
2892,200943,Duplicate Transaction,64,2025-03-04,Open
2893,437121,Money Laundering,80,2025-06-12,Closed
2894,71700,Suspicious Transfer,100,2025-07-30,Under Investigation
2895,224512,Phishing,98,2025-05-10,Under Investigation
2896,324564,Money Laundering,62,2024-07-16,Resolved
2897,324775,Duplicate Transaction,90,2025-12-26,Open
2898,186921,Suspicious Transfer,60,2026-05-28,Resolved
2899,28132,Identity Theft,80,2024-10-24,Resolved
2900,1217,Phishing,62,2026-03-26,Resolved
2901,101370,International Fraud,97,2025-10-04,Under Investigation
2902,122624,International Fraud,70,2026-02-11,Under Investigation
2903,34942,Money Laundering,91,2026-02-12,Closed
2904,79284,Money Laundering,83,2025-07-08,Under Investigation
2905,173172,High Value Withdrawal,63,2024-12-29,Closed
2906,193952,Fake Merchant,76,2024-10-29,Open
2907,375710,Identity Theft,72,2024-12-21,Open
2908,456510,Account Takeover,82,2025-01-08,Open
2909,64434,Money Laundering,92,2024-08-28,Closed
2910,260188,Suspicious Transfer,72,2025-12-29,Closed
2911,352245,Fake Merchant,96,2026-03-31,Closed
2912,322774,Identity Theft,60,2025-08-29,Open
2913,194845,Phishing,81,2025-11-06,Resolved
2914,455361,Phishing,92,2025-08-25,Under Investigation
2915,474331,Suspicious Transfer,81,2025-03-31,Closed
2916,311359,High Value Withdrawal,84,2025-08-30,Open
2917,390317,Suspicious Transfer,84,2026-06-05,Closed
2918,206611,Fake Merchant,86,2024-12-15,Open
2919,53958,International Fraud,83,2025-11-03,Closed
2920,292636,High Value Withdrawal,77,2025-05-21,Open
2921,60242,Phishing,86,2024-07-15,Closed
2922,357470,Money Laundering,95,2025-10-26,Resolved
2923,241207,High Value Withdrawal,95,2026-06-16,Resolved
2924,77175,Suspicious Transfer,77,2025-06-22,Open
2925,39153,Phishing,88,2026-05-26,Resolved
2926,392364,High Value Withdrawal,98,2025-12-02,Closed
2927,160926,Suspicious Transfer,68,2026-03-23,Closed
2928,122252,Phishing,91,2025-01-05,Open
2929,82118,Identity Theft,85,2024-10-25,Open
2930,76386,International Fraud,99,2025-01-25,Resolved
2931,134516,Account Takeover,68,2025-10-16,Resolved
2932,367336,Identity Theft,99,2025-03-14,Open
2933,213297,Card Skimming,77,2025-07-31,Open
2934,403142,Suspicious Transfer,66,2024-12-02,Under Investigation
2935,283043,Duplicate Transaction,88,2025-05-12,Open
2936,270225,Identity Theft,66,2024-09-28,Resolved
2937,128911,Suspicious Transfer,92,2024-09-09,Open
2938,132196,High Value Withdrawal,64,2025-12-18,Closed
2939,264521,Card Skimming,68,2025-10-26,Resolved
2940,270909,Duplicate Transaction,90,2025-10-07,Resolved
2941,463563,Duplicate Transaction,91,2026-04-04,Resolved
2942,194546,Card Skimming,89,2025-11-22,Resolved
2943,161471,Card Skimming,73,2025-02-28,Resolved
2944,3135,Duplicate Transaction,96,2025-03-28,Open
2945,389781,High Value Withdrawal,72,2024-12-15,Under Investigation
2946,270211,Identity Theft,76,2026-06-19,Resolved
2947,51589,High Value Withdrawal,64,2025-01-10,Under Investigation
2948,431082,Fake Merchant,98,2024-10-15,Open
2949,103742,Identity Theft,96,2026-01-04,Closed
2950,136537,International Fraud,61,2025-05-20,Resolved
2951,378699,Card Skimming,94,2024-10-17,Under Investigation
2952,325647,Suspicious Transfer,82,2025-06-21,Under Investigation
2953,448514,Fake Merchant,71,2025-06-25,Open
2954,456109,Identity Theft,60,2024-08-12,Closed
2955,198498,Duplicate Transaction,66,2024-08-09,Open
2956,173551,Identity Theft,93,2026-01-05,Closed
2957,251930,Phishing,93,2024-12-02,Resolved
2958,74591,Suspicious Transfer,70,2025-10-24,Open
2959,114208,Phishing,77,2024-07-30,Under Investigation
2960,129523,Card Skimming,87,2026-03-02,Open
2961,34061,International Fraud,67,2024-10-17,Resolved
2962,132080,Money Laundering,76,2025-02-12,Under Investigation
2963,96837,Account Takeover,77,2025-12-23,Closed
2964,306068,Phishing,76,2026-05-05,Closed
2965,161049,High Value Withdrawal,90,2025-01-24,Under Investigation
2966,272976,International Fraud,96,2025-11-29,Open
2967,472480,Phishing,80,2025-06-27,Open
2968,107315,Identity Theft,71,2026-01-29,Resolved
2969,298120,Suspicious Transfer,87,2024-10-19,Closed
2970,207067,Money Laundering,72,2025-07-22,Closed
2971,186788,Account Takeover,74,2025-03-10,Resolved
2972,254266,Suspicious Transfer,82,2025-11-19,Resolved
2973,466416,International Fraud,79,2025-12-09,Resolved
2974,264205,Fake Merchant,74,2025-07-11,Under Investigation
2975,380641,Identity Theft,76,2025-09-09,Resolved
2976,244182,Account Takeover,89,2025-04-10,Closed
2977,463841,Phishing,74,2025-01-25,Closed
2978,224231,Card Skimming,85,2026-02-21,Closed
2979,130252,Duplicate Transaction,67,2025-01-20,Under Investigation
2980,454955,Card Skimming,69,2026-02-25,Open
2981,176601,Card Skimming,97,2025-01-24,Under Investigation
2982,259979,Money Laundering,89,2025-03-19,Closed
2983,200111,Card Skimming,81,2024-11-04,Closed
2984,221673,Suspicious Transfer,100,2026-03-14,Closed
2985,260572,Fake Merchant,86,2024-08-07,Under Investigation
2986,53877,Phishing,84,2025-04-08,Open
2987,208068,Identity Theft,60,2025-01-27,Resolved
2988,397012,Suspicious Transfer,87,2024-10-11,Closed
2989,296137,Money Laundering,79,2024-10-24,Resolved
2990,362996,International Fraud,91,2024-12-27,Resolved
2991,444569,Duplicate Transaction,80,2025-09-26,Closed
2992,333007,Money Laundering,83,2026-04-19,Resolved
2993,325612,Identity Theft,97,2025-06-26,Open
2994,406733,Identity Theft,100,2025-10-18,Resolved
2995,150460,Suspicious Transfer,91,2026-05-18,Resolved
2996,110892,Account Takeover,96,2025-04-02,Under Investigation
2997,264181,Phishing,75,2024-10-03,Resolved
2998,387594,Fake Merchant,95,2025-04-12,Resolved
2999,379142,Card Skimming,74,2024-11-29,Open
3000,402652,Card Skimming,97,2025-10-08,Closed
3001,192990,Money Laundering,80,2025-07-01,Open
3002,382178,Duplicate Transaction,79,2025-04-29,Open
3003,371130,Identity Theft,93,2024-10-19,Resolved
3004,44865,Fake Merchant,97,2025-11-15,Resolved
3005,74975,Suspicious Transfer,63,2025-11-01,Under Investigation
3006,156989,Account Takeover,97,2024-07-29,Under Investigation
3007,334176,Fake Merchant,64,2026-05-11,Open
3008,593,International Fraud,97,2024-10-30,Resolved
3009,242500,Suspicious Transfer,96,2025-11-22,Closed
3010,489672,Fake Merchant,61,2026-05-09,Under Investigation
3011,472610,Identity Theft,86,2024-12-14,Open
3012,134674,Account Takeover,76,2024-08-08,Closed
3013,308776,International Fraud,96,2026-06-26,Open
3014,376802,Phishing,86,2024-10-07,Resolved
3015,355238,Suspicious Transfer,63,2025-05-26,Closed
3016,496883,Account Takeover,70,2025-05-19,Resolved
3017,447949,Identity Theft,75,2025-07-26,Open
3018,49446,Card Skimming,64,2026-06-21,Under Investigation
3019,397778,Money Laundering,61,2025-09-26,Open
3020,119471,Identity Theft,100,2025-03-28,Closed
3021,422018,Fake Merchant,83,2025-02-03,Open
3022,38748,Account Takeover,88,2025-04-20,Open
3023,368988,Fake Merchant,79,2024-12-11,Open
3024,436577,Money Laundering,66,2026-03-01,Resolved
3025,312987,Identity Theft,74,2025-11-28,Closed
3026,280169,High Value Withdrawal,100,2025-10-26,Under Investigation
3027,248023,Duplicate Transaction,86,2026-02-25,Resolved
3028,261484,Identity Theft,84,2025-10-11,Closed
3029,343331,International Fraud,75,2025-03-10,Under Investigation
3030,423602,Suspicious Transfer,90,2025-01-03,Open
3031,231110,Suspicious Transfer,83,2024-12-11,Under Investigation
3032,448938,Fake Merchant,80,2025-08-06,Resolved
3033,406192,Suspicious Transfer,84,2026-04-09,Closed
3034,107332,Card Skimming,93,2026-03-18,Closed
3035,371306,International Fraud,81,2025-01-10,Closed
3036,284407,Money Laundering,74,2025-12-08,Under Investigation
3037,191802,Money Laundering,89,2026-01-22,Resolved
3038,295728,Phishing,96,2025-05-20,Under Investigation
3039,416601,Suspicious Transfer,66,2026-03-25,Under Investigation
3040,92180,Fake Merchant,69,2025-09-20,Closed
3041,330317,Money Laundering,73,2025-03-07,Closed
3042,156692,Phishing,96,2026-04-11,Open
3043,405176,Card Skimming,84,2025-08-30,Open
3044,495894,Duplicate Transaction,89,2025-07-09,Closed
3045,44477,Card Skimming,70,2025-01-18,Closed
3046,87147,International Fraud,82,2026-05-23,Closed
3047,366304,International Fraud,94,2025-10-20,Under Investigation
3048,80855,High Value Withdrawal,92,2026-03-13,Under Investigation
3049,176013,Money Laundering,67,2024-09-06,Open
3050,235144,Suspicious Transfer,63,2025-06-11,Open
3051,166619,Money Laundering,77,2025-03-28,Under Investigation
3052,210371,Identity Theft,86,2025-09-22,Resolved
3053,73285,Identity Theft,85,2025-10-04,Open
3054,380129,Card Skimming,92,2024-11-25,Open
3055,71051,Account Takeover,67,2025-12-12,Resolved
3056,417284,Phishing,74,2026-03-21,Open
3057,296070,Money Laundering,87,2025-09-27,Resolved
3058,204775,Fake Merchant,64,2025-08-13,Closed
3059,374913,Duplicate Transaction,90,2025-09-24,Under Investigation
3060,356495,Phishing,73,2025-03-15,Open
3061,12898,Card Skimming,63,2025-10-08,Resolved
3062,284507,High Value Withdrawal,92,2025-11-07,Under Investigation
3063,215377,Phishing,66,2024-07-26,Under Investigation
3064,81445,Account Takeover,85,2025-01-31,Closed
3065,374108,Duplicate Transaction,100,2026-03-21,Resolved
3066,222861,Fake Merchant,60,2025-12-30,Open
3067,464015,International Fraud,91,2026-01-14,Closed
3068,205408,Duplicate Transaction,66,2025-09-22,Under Investigation
3069,366164,Money Laundering,89,2026-05-29,Under Investigation
3070,384161,Duplicate Transaction,77,2025-05-18,Resolved
3071,400218,Suspicious Transfer,65,2025-09-25,Open
3072,342940,Fake Merchant,80,2024-12-05,Closed
3073,302899,Money Laundering,68,2025-02-06,Under Investigation
3074,498469,Money Laundering,76,2025-02-04,Resolved
3075,124930,High Value Withdrawal,62,2026-04-11,Closed
3076,424114,Identity Theft,100,2026-05-29,Closed
3077,191563,Duplicate Transaction,80,2026-03-12,Under Investigation
3078,1006,Account Takeover,70,2024-07-05,Closed
3079,222755,Money Laundering,62,2026-06-09,Open
3080,381734,Phishing,95,2025-04-30,Open
3081,322269,Account Takeover,68,2025-01-06,Open
3082,287668,Fake Merchant,72,2025-01-27,Under Investigation
3083,293360,Duplicate Transaction,72,2025-01-27,Resolved
3084,390741,Suspicious Transfer,80,2025-06-08,Closed
3085,35138,Identity Theft,79,2025-01-15,Open
3086,461545,Suspicious Transfer,64,2025-04-02,Closed
3087,301398,Duplicate Transaction,60,2025-03-11,Closed
3088,2689,Account Takeover,69,2025-05-29,Closed
3089,337884,Identity Theft,73,2025-03-21,Under Investigation
3090,204600,Duplicate Transaction,87,2026-04-12,Closed
3091,67764,Phishing,61,2025-06-24,Resolved
3092,242272,Money Laundering,74,2025-12-22,Under Investigation
3093,72000,Fake Merchant,85,2025-07-23,Open
3094,380137,International Fraud,79,2026-01-15,Under Investigation
3095,146688,Duplicate Transaction,67,2025-06-13,Resolved
3096,301419,Fake Merchant,60,2026-05-23,Resolved
3097,133289,Card Skimming,67,2025-09-27,Resolved
3098,253503,Duplicate Transaction,92,2025-09-24,Resolved
3099,216929,Fake Merchant,100,2025-04-24,Closed
3100,350725,Duplicate Transaction,89,2024-09-13,Open
3101,216273,Phishing,96,2026-06-26,Closed
3102,83574,Phishing,92,2025-09-02,Open
3103,420914,Phishing,92,2026-01-30,Open
3104,429618,International Fraud,68,2025-12-21,Resolved
3105,18746,Suspicious Transfer,71,2024-09-20,Under Investigation
3106,151661,Money Laundering,72,2024-07-19,Resolved
3107,21088,Phishing,72,2025-11-19,Open
3108,419561,High Value Withdrawal,75,2025-01-28,Open
3109,469340,High Value Withdrawal,70,2024-12-13,Closed
3110,116516,Money Laundering,96,2026-05-06,Under Investigation
3111,266107,Card Skimming,64,2025-05-14,Resolved
3112,125549,Identity Theft,100,2025-09-05,Open
3113,110626,Card Skimming,67,2025-12-05,Resolved
3114,194465,International Fraud,76,2024-12-20,Closed
3115,56944,Duplicate Transaction,95,2024-11-17,Resolved
3116,168800,Money Laundering,71,2025-03-05,Under Investigation
3117,8382,Money Laundering,75,2024-11-16,Under Investigation
3118,58050,International Fraud,97,2025-08-01,Resolved
3119,15932,International Fraud,71,2025-11-23,Open
3120,329046,High Value Withdrawal,95,2026-05-19,Open
3121,368426,Account Takeover,73,2025-12-30,Under Investigation
3122,242875,Money Laundering,68,2024-08-12,Open
3123,135586,International Fraud,66,2026-06-19,Resolved
3124,377267,Suspicious Transfer,96,2025-07-24,Open
3125,329413,International Fraud,73,2024-12-14,Open
3126,270300,Phishing,85,2024-12-06,Under Investigation
3127,492527,Phishing,66,2025-10-10,Resolved
3128,276164,Identity Theft,81,2024-10-15,Closed
3129,80603,Fake Merchant,78,2026-04-19,Closed
3130,445681,Phishing,63,2024-07-25,Open
3131,134002,Suspicious Transfer,90,2025-10-11,Open
3132,436071,Phishing,70,2025-08-04,Under Investigation
3133,95422,High Value Withdrawal,97,2025-10-07,Open
3134,453831,Suspicious Transfer,86,2025-05-02,Open
3135,126821,Identity Theft,90,2026-06-17,Open
3136,386435,International Fraud,83,2026-04-15,Resolved
3137,119195,Identity Theft,93,2025-05-26,Open
3138,371877,Identity Theft,70,2024-09-17,Closed
3139,439223,Phishing,97,2025-07-06,Under Investigation
3140,293660,Money Laundering,60,2024-10-24,Open
3141,36263,Money Laundering,81,2026-05-10,Under Investigation
3142,226210,Card Skimming,99,2024-12-26,Under Investigation
3143,330409,Account Takeover,80,2025-07-10,Resolved
3144,488928,Money Laundering,89,2026-06-07,Closed
3145,45098,Card Skimming,65,2025-05-07,Under Investigation
3146,331640,Duplicate Transaction,80,2026-03-06,Open
3147,432487,Card Skimming,60,2025-09-11,Resolved
3148,134848,Phishing,100,2026-04-04,Open
3149,124208,Card Skimming,98,2026-02-13,Under Investigation
3150,395384,Account Takeover,87,2025-11-29,Open
3151,428398,Phishing,66,2026-04-21,Open
3152,485030,Money Laundering,85,2025-04-09,Under Investigation
3153,147308,Account Takeover,71,2025-10-22,Closed
3154,246302,Identity Theft,69,2025-08-05,Closed
3155,65366,Duplicate Transaction,81,2026-01-11,Open
3156,317691,Phishing,68,2024-10-21,Resolved
3157,208296,Identity Theft,96,2026-03-14,Under Investigation
3158,331079,Card Skimming,78,2025-06-29,Closed
3159,201954,International Fraud,89,2025-10-31,Open
3160,69982,Account Takeover,80,2025-02-17,Closed
3161,420314,Phishing,63,2026-06-25,Under Investigation
3162,156220,High Value Withdrawal,95,2025-11-03,Open
3163,416777,Suspicious Transfer,90,2025-12-08,Resolved
3164,362337,Phishing,79,2025-02-12,Closed
3165,125894,Money Laundering,96,2025-07-12,Under Investigation
3166,156852,Account Takeover,94,2025-06-04,Under Investigation
3167,83684,Identity Theft,74,2025-01-07,Resolved
3168,370278,Fake Merchant,65,2026-02-22,Open
3169,337051,Card Skimming,78,2026-05-04,Closed
3170,330789,High Value Withdrawal,82,2025-09-14,Open
3171,313124,Money Laundering,75,2025-05-14,Under Investigation
3172,387588,Duplicate Transaction,77,2026-06-19,Resolved
3173,210786,Account Takeover,94,2025-04-21,Under Investigation
3174,461283,High Value Withdrawal,62,2024-11-03,Resolved
3175,163134,Duplicate Transaction,76,2025-08-27,Resolved
3176,387925,Phishing,76,2026-04-11,Resolved
3177,294708,Account Takeover,97,2025-11-12,Under Investigation
3178,295015,Money Laundering,82,2025-09-16,Closed
3179,241604,Phishing,89,2025-07-14,Open
3180,219281,Duplicate Transaction,94,2024-12-04,Open
3181,276470,Account Takeover,78,2026-01-25,Under Investigation
3182,250608,International Fraud,70,2025-06-11,Resolved
3183,202693,International Fraud,60,2026-02-26,Open
3184,146364,High Value Withdrawal,75,2026-04-08,Under Investigation
3185,175157,International Fraud,75,2025-03-17,Resolved
3186,210967,Fake Merchant,96,2024-12-20,Resolved
3187,412098,Phishing,74,2024-12-04,Open
3188,63365,Money Laundering,84,2026-05-23,Closed
3189,269736,International Fraud,67,2026-06-29,Open
3190,163224,Card Skimming,94,2025-03-19,Closed
3191,34328,Account Takeover,79,2025-09-07,Open
3192,293686,Fake Merchant,82,2025-01-27,Resolved
3193,333786,Suspicious Transfer,69,2026-06-26,Under Investigation
3194,298660,Money Laundering,69,2025-06-07,Under Investigation
3195,444680,Duplicate Transaction,80,2025-04-02,Closed
3196,100851,International Fraud,92,2024-07-07,Resolved
3197,482595,Card Skimming,67,2024-10-03,Closed
3198,236897,Account Takeover,82,2024-11-08,Closed
3199,338087,Duplicate Transaction,96,2026-01-15,Resolved
3200,338510,Identity Theft,90,2025-01-28,Closed
3201,76754,International Fraud,67,2026-04-17,Resolved
3202,309230,Fake Merchant,62,2025-02-10,Resolved
3203,278697,High Value Withdrawal,92,2025-08-03,Resolved
3204,376462,Identity Theft,88,2024-12-28,Resolved
3205,483198,Duplicate Transaction,90,2025-08-07,Resolved
3206,127416,International Fraud,87,2024-07-16,Resolved
3207,175938,Suspicious Transfer,63,2024-08-09,Closed
3208,320760,Card Skimming,73,2025-04-02,Under Investigation
3209,497536,Account Takeover,69,2025-07-01,Open
3210,403534,Money Laundering,78,2025-09-26,Open
3211,337450,International Fraud,86,2025-01-21,Resolved
3212,489592,International Fraud,84,2025-09-17,Closed
3213,36253,International Fraud,73,2024-12-07,Under Investigation
3214,218681,Card Skimming,89,2024-09-22,Resolved
3215,343613,Account Takeover,85,2025-08-27,Open
3216,410206,High Value Withdrawal,94,2026-05-01,Closed
3217,329392,Phishing,69,2026-06-18,Open
3218,154359,Money Laundering,87,2025-12-16,Open
3219,98395,Identity Theft,98,2026-04-13,Open
3220,79536,High Value Withdrawal,75,2026-03-30,Resolved
3221,296279,Card Skimming,87,2026-05-02,Resolved
3222,476384,Fake Merchant,69,2025-01-04,Open
3223,389518,High Value Withdrawal,92,2026-01-18,Open
3224,140611,Suspicious Transfer,83,2026-03-03,Closed
3225,326055,International Fraud,91,2026-03-31,Under Investigation
3226,354173,Money Laundering,100,2024-09-30,Open
3227,239671,High Value Withdrawal,62,2025-01-17,Under Investigation
3228,266283,Card Skimming,94,2024-11-03,Closed
3229,401535,Phishing,94,2024-10-15,Closed
3230,349517,High Value Withdrawal,92,2025-08-11,Under Investigation
3231,481073,Duplicate Transaction,90,2026-02-13,Closed
3232,61542,Fake Merchant,98,2024-07-07,Open
3233,48635,Suspicious Transfer,89,2024-10-29,Closed
3234,46113,Fake Merchant,73,2026-02-20,Closed
3235,2830,Account Takeover,100,2025-09-19,Under Investigation
3236,277643,Identity Theft,82,2024-12-28,Closed
3237,254138,Identity Theft,100,2024-12-25,Resolved
3238,165881,Money Laundering,91,2025-12-27,Open
3239,20003,Money Laundering,100,2026-04-13,Resolved
3240,124729,High Value Withdrawal,96,2025-11-24,Closed
3241,1647,Identity Theft,98,2025-04-12,Closed
3242,461142,High Value Withdrawal,80,2026-01-07,Closed
3243,193530,Money Laundering,91,2025-01-18,Open
3244,162122,Card Skimming,92,2025-08-06,Under Investigation
3245,283845,International Fraud,60,2024-10-16,Resolved
3246,197162,International Fraud,80,2025-08-23,Open
3247,206228,Card Skimming,87,2025-05-12,Under Investigation
3248,282723,Card Skimming,72,2024-07-23,Closed
3249,469598,Identity Theft,90,2026-05-25,Closed
3250,232028,High Value Withdrawal,89,2026-02-15,Resolved
3251,273748,Duplicate Transaction,79,2025-10-01,Resolved
3252,142842,Money Laundering,64,2025-08-12,Closed
3253,354412,Fake Merchant,81,2026-06-03,Open
3254,150422,High Value Withdrawal,93,2024-10-26,Under Investigation
3255,189601,Card Skimming,94,2025-09-29,Under Investigation
3256,148128,Fake Merchant,99,2026-01-18,Open
